Country,Region,Status,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Adult_mortality_cat,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,GDP_per_capita_cat,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Schooling_cat,Life_expectancy
Kyrgyz Republic,Asia,Developing,2011,24.5,27.7,191.338,Medio,5.95,96,65,26,94,96,0.14,1011,Bajo,5.51,3.2,3.3,10.6,Alto,69.6
Kyrgyz Republic,Asia,Developing,2012,23.2,26.1,183.8625,Medio,5.98,96,65,26.1,94,96,0.14,994,Bajo,5.61,3.2,3.3,10.7,Alto,70
Kyrgyz Republic,Asia,Developing,2013,22,24.7,177.8395,Medio,6.03,97,65,26.2,97,97,0.13,1081,Bajo,5.72,3.3,3.3,10.7,Alto,70.2
Kyrgyz Republic,Asia,Developing,2014,20.9,23.5,171.816,Medio,6.18,96,65,26.4,95,96,0.13,1102,Bajo,5.84,3.3,3.4,10.8,Alto,70.4
Kyrgyz Republic,Asia,Developing,2015,19.9,22.3,165.7935,Medio,5.37,97,65,26.5,97,97,0.12,1121,Bajo,5.96,3.3,3.4,10.8,Alto,70.7
Lao PDR,Asia,Developing,2000,76.5,107.2,274.451,Alto,5.19,48,65,21.1,57,51,0.1,936,Bajo,5.32,10.5,10.5,3.9,Bajo,58.8
Lao PDR,Asia,Developing,2001,73.9,103.1,268.307,Alto,3.14,48,65,21.2,55,52,0.14,974,Bajo,5.41,10.4,10.5,4,Bajo,59.4
Lao PDR,Asia,Developing,2002,71.3,98.9,262.1635,Alto,3.35,48,65,21.3,55,53,0.15,1016,Bajo,5.49,10.3,10.4,4,Bajo,59.9
Lao PDR,Asia,Developing,2003,68.7,94.8,256.0445,Alto,3.43,50,65,21.4,52,49,0.15,1061,Bajo,5.58,10.2,10.3,4.1,Bajo,60.5
Lao PDR,Asia,Developing,2004,66.1,90.8,249.926,Alto,3.54,45,65,21.5,46,45,0.15,1112,Bajo,5.66,10.1,10.2,4.2,Bajo,61.1
Lao PDR,Asia,Developing,2005,63.6,86.8,243.807,Alto,3.69,49,65,21.6,50,49,0.16,1172,Bajo,5.75,10,10.1,4.2,Bajo,61.6
Lao PDR,Asia,Developing,2006,61.1,82.9,237.688,Alto,3.71,57,65,21.7,56,57,0.16,1253,Bajo,5.85,9.9,9.9,4.3,Bajo,62.2
Lao PDR,Asia,Developing,2007,58.7,79.1,231.569,Alto,5.03,50,65,21.8,46,50,0.17,1325,Bajo,5.94,9.7,9.8,4.4,Bajo,62.7
Lao PDR,Asia,Developing,2008,56.3,75.4,226.723,Alto,5.15,61,65,22,60,61,0.17,1405,Bajo,6.05,9.6,9.7,4.4,Bajo,63.3
Lao PDR,Asia,Developing,2009,54,71.7,221.876,Alto,5.25,67,65,22.1,67,67,0.17,1485,Bajo,6.15,9.4,9.6,4.5,Bajo,63.8
Lao PDR,Asia,Developing,2010,51.8,68.3,217.0295,Alto,6.1,74,65,22.2,76,74,0.17,1586,Bajo,6.25,9.3,9.5,4.6,Bajo,64.3
Lao PDR,Asia,Developing,2011,49.7,65.1,212.1825,Alto,6.3,78,65,22.3,79,78,0.17,1687,Bajo,6.35,9.2,9.4,4.8,Bajo,64.8
Lao PDR,Asia,Developing,2012,47.6,61.9,207.3365,Medio,6.33,79,65,22.4,78,79,0.16,1795,Bajo,6.44,9.1,9.2,5,Bajo,65.3
Lao PDR,Asia,Developing,2013,45.7,59,203.4325,Medio,6.25,87,65,22.6,86,87,0.16,1911,Bajo,6.54,9,9.1,5.1,Bajo,65.7
Lao PDR,Asia,Developing,2014,43.8,56.3,199.529,Medio,6.74,88,65,22.7,88,88,0.16,2025,Bajo,6.64,8.9,9,5,Bajo,66.1
Lao PDR,Asia,Developing,2015,42.1,53.8,195.625,Medio,7.09,89,65,22.8,89,89,0.15,2140,Bajo,6.74,8.8,8.9,5.1,Bajo,66.5
Latvia,European Union,Developed,2000,11.5,14.2,225.812,Alto,7.13,95,90,25.6,96,96,0.25,6727,Medio,2.37,2.8,2.8,9.5,Medio,70.3
Latvia,European Union,Developed,2001,10.8,13.3,232.029,Alto,6.68,96,95,25.6,97,97,0.21,7245,Medio,2.34,2.8,2.8,10,Alto,70.8
Latvia,European Union,Developed,2002,10.2,12.6,225.2175,Alto,7.44,98,96,25.7,98,97,0.19,7849,Medio,2.31,2.7,2.7,10.6,Alto,71
Latvia,European Union,Developed,2003,9.7,11.9,217.6585,Alto,8.24,98,97,25.8,98,98,0.17,8593,Alto,2.29,2.6,2.6,11.2,Alto,71.3
Latvia,European Union,Developed,2004,9.2,11.2,213.151,Alto,8.81,98,98,25.9,99,99,0.16,9407,Alto,2.26,2.5,2.6,11.7,Alto,72
Latvia,European Union,Developed,2005,8.6,10.5,221.1375,Alto,9.92,99,99,25.9,99,99,0.15,10528,Alto,2.24,2.5,2.5,12.1,Alto,71.4
Latvia,European Union,Developed,2006,8.1,9.8,231.0145,Alto,10.4,94,99,26,96,96,0.17,11896,Alto,2.22,2.4,2.5,12.2,Alto,70.9
Latvia,European Union,Developed,2007,7.7,9.3,220.941,Alto,12.12,91,98,26.1,94,94,0.18,13186,Alto,2.2,2.4,2.4,12.3,Alto,71
Latvia,European Union,Developed,2008,7.3,8.8,198.7445,Medio,11.84,93,94,26.2,94,94,0.19,12893,Alto,2.18,2.3,2.4,12.2,Alto,72.4
Latvia,European Union,Developed,2009,6.9,8.3,185.722,Medio,9.85,92,92,26.2,94,94,0.2,11240,Alto,2.14,2.3,2.3,12.3,Alto,73.1
Latvia,European Union,Developed,2010,6.5,7.8,180.8715,Medio,9.83,91,93,26.3,92,92,0.22,10964,Alto,2.1,2.2,2.3,12.5,Alto,73.5
Latvia,European Union,Developed,2011,6.1,7.2,171.138,Medio,10.11,89,92,26.3,92,92,0.23,11451,Alto,2.06,2.2,2.3,12.6,Alto,73.6
Latvia,European Union,Developed,2012,5.6,6.6,165.2735,Medio,10.2,90,92,26.4,91,91,0.24,12410,Alto,2.03,2.2,2.2,12.6,Alto,73.8
Latvia,European Union,Developed,2013,5.1,6,167.92,Medio,10.43,94,92,26.5,94,94,0.26,12796,Alto,2.01,2.2,2.2,12.7,Alto,74
Latvia,European Union,Developed,2014,4.6,5.5,165.1905,Medio,10.6,92,89,26.5,92,92,0.28,13163,Alto,1.99,2.2,2.2,12.9,Alto,74.1
Latvia,European Union,Developed,2015,4.3,5,160.237,Medio,10.8,94,92,26.6,94,95,0.29,13786,Alto,1.98,2.2,2.1,12.8,Alto,74.5
Lebanon,Middle East,Developing,2000,17,19.9,102.479,Bajo,2.37,83,56,26.4,83,83,0.02,6713,Medio,3.84,4.9,4.8,7.5,Medio,74.5
Lebanon,Middle East,Developing,2001,16,18.7,97.5565,Bajo,2.32,80,42,26.4,80,80,0.02,6712,Medio,3.99,4.9,4.7,7.5,Medio,75
Lebanon,Middle East,Developing,2002,15.1,17.5,92.6345,Bajo,2.06,77,28,26.5,77,77,0.02,6625,Medio,4.18,4.8,4.7,7.5,Medio,75.5
Lebanon,Middle East,Developing,2003,14.1,16.4,88.761,Bajo,1.96,74,14,26.6,74,74,0.02,6517,Medio,4.39,4.8,4.7,7.5,Medio,76
Lebanon,Middle East,Developing,2004,13.1,15.2,84.8885,Bajo,1.87,75,24,26.7,74,75,0.03,6677,Medio,4.57,4.7,4.6,7.5,Medio,76.4
Lebanon,Middle East,Developing,2005,12.1,14.1,81.015,Bajo,1.73,77,34,26.7,74,77,0.03,6668,Medio,4.7,4.7,4.6,7.5,Medio,76.9
Lebanon,Middle East,Developing,2006,11.2,13,77.1425,Bajo,1.65,78,45,26.8,75,78,0.03,6684,Medio,4.76,4.7,4.6,7.6,Medio,77.3
Lebanon,Middle East,Developing,2007,10.4,12.1,73.269,Bajo,1.59,80,55,26.9,75,80,0.03,7295,Medio,4.77,4.7,4.6,7.8,Medio,77.6
Lebanon,Middle East,Developing,2008,9.8,11.4,71.4135,Bajo,1.57,81,65,27,75,81,0.03,7961,Medio,4.76,4.7,4.7,7.8,Medio,77.9
Lebanon,Middle East,Developing,2009,9.2,10.7,69.5575,Bajo,1.53,81,75,27,76,81,0.03,8687,Alto,4.81,4.7,4.7,7.9,Medio,78.2
Lebanon,Middle East,Developing,2010,8.7,10.2,67.7015,Bajo,1.37,81,73,27.1,77,81,0.03,9115,Alto,4.95,4.7,4.7,7.9,Medio,78.4
Lebanon,Middle East,Developing,2011,8.3,9.7,65.846,Bajo,1.3,81,70,27.2,79,81,0.03,8754,Alto,5.2,4.7,4.7,8,Medio,78.5
Lebanon,Middle East,Developing,2012,8,9.3,63.99,Bajo,1.24,81,68,27.3,80,81,0.04,8434,Medio,5.54,4.8,4.8,8.1,Medio,78.6
Lebanon,Middle East,Developing,2013,7.7,9,62.766,Bajo,1.18,81,65,27.4,81,81,0.04,8201,Medio,5.91,4.8,4.8,8.3,Medio,78.7
Lebanon,Middle East,Developing,2014,7.4,8.6,61.5415,Bajo,1.18,81,63,27.5,81,81,0.04,7938,Medio,6.26,4.8,4.9,8.4,Medio,78.7
Lebanon,Middle East,Developing,2015,7.1,8.3,60.3175,Bajo,1.15,81,63,27.5,81,81,0.04,7643,Medio,6.53,4.9,4.9,8.5,Medio,78.8
Lesotho,Africa,Developing,2000,70,106.9,568.77,Alto,3.09,79,48,24,82,83,18.69,715,Bajo,2.03,11.5,11.6,4.9,Bajo,47.7
Lesotho,Africa,Developing,2001,70.5,108.8,605.593,Alto,2.85,79,46,24.1,78,78,17.55,739,Bajo,2.04,11.1,11.1,5,Bajo,46.2
Lesotho,Africa,Developing,2002,71.2,110.7,642.4155,Alto,2.93,79,50,24.1,84,84,17.08,747,Bajo,2.03,10.6,10.6,5.1,Bajo,44.9
Lesotho,Africa,Developing,2003,72.2,112.7,629.815,Alto,1.97,79,47,24.2,90,90,16.46,785,Bajo,2.02,10.2,10.1,5.1,Bajo,43.8
Lesotho,Africa,Developing,2004,73,114.5,617.2135,Alto,1.78,60,56,24.3,89,90,16.29,804,Bajo,2.01,9.7,9.7,5.2,Bajo,43.1
Lesotho,Africa,Developing,2005,74,116.1,604.613,Alto,1.94,87,68,24.3,88,89,16.19,836,Bajo,2,9.3,9.2,5.3,Bajo,42.7
Lesotho,Africa,Developing,2006,74.5,116.5,592.0125,Alto,2.77,91,80,24.4,88,89,16.06,874,Bajo,1.99,8.8,8.7,5.4,Bajo,42.6
Lesotho,Africa,Developing,2007,73.8,114.3,579.412,Alto,2.85,90,80,24.5,87,88,15.31,912,Bajo,1.99,8.4,8.3,5.5,Bajo,42.9
Lesotho,Africa,Developing,2008,77.1,113,569.1065,Alto,2.91,88,80,24.5,86,88,14.53,962,Bajo,1.99,8,7.8,5.4,Bajo,43.4
Lesotho,Africa,Developing,2009,73.6,104.2,558.8015,Alto,2.92,91,81,24.6,89,91,13.42,948,Bajo,1.99,7.6,7.4,5.9,Bajo,44.1
Lesotho,Africa,Developing,2010,70.9,96.4,548.4965,Alto,2.75,93,81,24.7,92,93,12.44,996,Bajo,2,7.2,7,5.6,Bajo,45.1
Lesotho,Africa,Developing,2011,69,93.9,538.191,Alto,2.38,96,82,24.7,95,96,11.51,1037,Bajo,2,6.8,6.6,5.8,Bajo,46.2
Lesotho,Africa,Developing,2012,70.2,92.7,527.8865,Alto,2.47,95,82,24.8,93,95,11.57,1097,Bajo,2.01,6.4,6.2,5.9,Bajo,47.4
Lesotho,Africa,Developing,2013,71,92.6,523.0825,Alto,2.55,93,82,24.8,90,93,11.55,1109,Bajo,2.03,6.1,5.9,6,Bajo,48.7
Lesotho,Africa,Developing,2014,71.9,94.2,518.279,Alto,2.75,93,82,24.9,88,93,10.88,1120,Bajo,2.04,5.8,5.6,6.1,Bajo,49.9
Lesotho,Africa,Developing,2015,72.6,94.6,513.4755,Alto,3.07,93,82,24.9,85,93,10,1146,Bajo,2.06,5.5,5.3,6.1,Bajo,51
Liberia,Africa,Developing,2000,127.9,189.7,316.589,Alto,4.47,58,64,23,56,46,3.5,776,Bajo,2.85,9.2,9.2,3.5,Bajo,51.7
Liberia,Africa,Developing,2001,119.7,176.6,330.7235,Alto,4.42,58,64,23.1,54,42,3.5,770,Bajo,2.95,9,9,3.5,Bajo,52.2
Liberia,Africa,Developing,2002,111.9,163.7,344.857,Alto,4.29,58,64,23.2,51,39,3.5,780,Bajo,3.02,8.8,8.9,3.6,Bajo,52.8
Liberia,Africa,Developing,2003,104.3,151.3,332.2065,Alto,4.23,58,64,23.2,49,35,3.5,536,Bajo,3.08,8.7,8.7,3.7,Bajo,53.6
Liberia,Africa,Developing,2004,97.2,139.8,319.556,Alto,4.25,58,64,23.3,47,31,3.5,540,Bajo,3.14,8.5,8.5,3.7,Bajo,54.4
Liberia,Africa,Developing,2005,90.7,129.6,306.9055,Alto,4.2,58,64,23.4,66,60,3.5,554,Bajo,3.22,8.3,8.3,3.8,Bajo,55.4
Liberia,Africa,Developing,2006,85.3,121,294.2555,Alto,4.06,58,64,23.5,66,60,3.5,578,Bajo,3.33,8.1,8.1,3.8,Bajo,56.4
Liberia,Africa,Developing,2007,80.8,114,281.605,Alto,4.05,58,64,23.6,67,65,3.5,609,Bajo,3.46,7.9,7.8,3.9,Bajo,57.4
Liberia,Africa,Developing,2008,77.2,108.2,276.8845,Alto,3.9,64,64,23.7,79,75,3.5,626,Bajo,3.61,7.7,7.6,4,Bajo,58.2
Liberia,Africa,Developing,2009,74.2,103.6,272.1635,Alto,3.76,64,64,23.7,84,81,3.5,634,Bajo,3.75,7.6,7.4,4,Bajo,59
Liberia,Africa,Developing,2010,71.8,99.8,267.442,Alto,3.65,47,64,23.8,71,70,3.5,649,Bajo,3.89,7.4,7.2,4.1,Bajo,59.6
Liberia,Africa,Developing,2011,69.9,96.7,262.7215,Alto,3.73,77,64,23.9,77,77,3.5,680,Bajo,4.02,7.2,7,4.2,Bajo,60.1
Liberia,Africa,Developing,2012,68.3,94.2,258.0005,Alto,3.75,80,64,23.9,80,80,3.5,713,Bajo,4.14,7,6.9,4.3,Bajo,60.7
Liberia,Africa,Developing,2013,66.9,92,252.3375,Alto,3.74,76,64,24,80,76,3.5,754,Bajo,4.25,6.8,6.7,4.4,Bajo,61.2
Liberia,Africa,Developing,2014,66,92.1,246.675,Alto,3.02,63,64,24,62,50,3.5,740,Bajo,4.36,6.7,6.5,4.4,Bajo,61.7
Liberia,Africa,Developing,2015,64.4,88.3,241.0125,Alto,3.18,52,64,24,65,52,3.5,722,Bajo,4.47,6.5,6.4,4.4,Bajo,62.3
Libya,Africa,Developing,2000,24.1,28.1,144.2975,Medio,0.012,92,86,26.9,94,94,0.05,10747,Alto,5.36,5.7,5.5,5.6,Bajo,70.9
Libya,Africa,Developing,2001,23.4,27.3,143.011,Medio,0.002,93,81,26.9,94,94,0.05,10392,Alto,5.44,5.6,5.5,5.8,Bajo,71
Libya,Africa,Developing,2002,22.7,26.5,141.7245,Medio,0.002,91,86,27,93,93,0.06,10129,Alto,5.53,5.6,5.4,5.9,Bajo,71.2
Libya,Africa,Developing,2003,21.9,25.5,139.5715,Medio,0.012,96,90,27.1,95,95,0.06,11265,Alto,5.62,5.6,5.4,6.1,Bajo,71.5
Libya,Africa,Developing,2004,21,24.4,137.419,Medio,0.012,99,95,27.1,97,97,0.07,11583,Alto,5.71,5.5,5.4,6.3,Medio,71.7
Libya,Africa,Developing,2005,19.8,23.1,135.266,Medio,0.005,97,95,27.2,98,98,0.08,12760,Alto,5.8,5.5,5.4,6.4,Medio,71.9
Libya,Africa,Developing,2006,18.6,21.7,133.113,Medio,0.011,98,96,27.3,98,98,0.08,13386,Alto,5.89,5.5,5.4,6.6,Medio,72.1
Libya,Africa,Developing,2007,17.3,20.2,130.9605,Medio,0.007,98,97,27.4,98,98,0.09,14010,Alto,5.97,5.5,5.4,6.8,Medio,72.2
Libya,Africa,Developing,2008,16.1,18.8,132.4335,Medio,0.011,98,97,27.4,98,98,0.09,13794,Alto,6.06,5.5,5.4,7,Medio,72.2
Libya,Africa,Developing,2009,15.1,17.6,133.9065,Medio,0.014,98,97,27.5,98,98,0.09,13025,Alto,6.13,5.6,5.4,7.1,Medio,72.1
Libya,Africa,Developing,2010,14.2,16.6,135.3795,Medio,0,98,97,27.6,98,98,0.09,13539,Alto,6.2,5.6,5.4,7.3,Medio,72
Libya,Africa,Developing,2011,14.9,19.4,136.8525,Medio,0.01,98,97,27.7,98,98,0.09,6670,Medio,6.25,5.6,5.4,7.3,Medio,72
Libya,Africa,Developing,2012,12.9,15,138.3255,Medio,0.01,98,97,27.7,98,98,0.09,12386,Alto,6.29,5.6,5.4,7.3,Medio,71.9
Libya,Africa,Developing,2013,12.3,14.4,137.147,Medio,0.01,96,95,27.8,96,96,0.08,10101,Alto,6.32,5.7,5.5,7.3,Medio,71.9
Libya,Africa,Developing,2014,11.8,13.8,135.968,Medio,0.01,94,92,27.9,94,94,0.08,7723,Medio,6.36,5.7,5.5,7.3,Medio,72
Libya,Africa,Developing,2015,11.4,13.3,134.7895,Medio,0.01,97,97,28,97,97,0.08,7590,Medio,6.42,5.8,5.5,7.3,Medio,72.1
Lithuania,European Union,Developed,2000,8.6,10.7,197.9555,Medio,9.87,98,97,26,92,94,0.04,6423,Medio,3.5,3.4,3.4,10.7,Alto,72
Lithuania,European Union,Developed,2001,8.2,10.3,210.133,Medio,10.2,95,96,26,97,95,0.12,6899,Medio,3.47,3.3,3.3,10.9,Alto,71.7
Lithuania,European Union,Developed,2002,7.9,9.9,204.012,Medio,11,94,95,26.1,97,95,0.05,7424,Medio,3.44,3.3,3.3,11.1,Alto,71.8
Lithuania,European Union,Developed,2003,7.6,9.5,205.7495,Medio,11.29,95,93,26.1,91,94,0.05,8276,Medio,3.42,3.2,3.2,11.3,Alto,72.1
Lithuania,European Union,Developed,2004,7.4,9.3,205.9795,Medio,12.1,94,93,26.1,90,94,0.06,8919,Alto,3.38,3.1,3.1,11.5,Alto,72
Lithuania,European Union,Developed,2005,7.3,9,222.069,Alto,12.42,95,95,26.2,93,94,0.06,9766,Alto,3.32,3,3.1,11.8,Alto,71.3
Lithuania,European Union,Developed,2006,6.9,8.6,229.4005,Alto,13.34,95,94,26.2,94,94,0.07,10659,Alto,3.27,3,3,12,Alto,71.1
Lithuania,European Union,Developed,2007,6.5,8,237.8385,Alto,13.79,96,96,26.2,95,95,0.07,11985,Alto,3.23,2.9,3,12.1,Alto,70.9
Lithuania,European Union,Developed,2008,5.9,7.3,222.743,Alto,13.79,96,96,26.3,96,96,0.08,12425,Alto,3.2,2.9,2.9,12.2,Alto,71.8
Lithuania,European Union,Developed,2009,5.4,6.7,193.3095,Medio,12.97,95,94,26.3,98,98,0.08,10700,Alto,3.16,2.8,2.9,11.5,Alto,72.9
Lithuania,European Union,Developed,2010,4.9,6,191.1515,Medio,13.22,94,95,26.3,95,95,0.08,11107,Alto,3.1,2.8,2.8,11.6,Alto,73.3
Lithuania,European Union,Developed,2011,4.5,5.5,184.524,Medio,14.76,95,94,26.3,92,92,0.09,12047,Alto,3.03,2.7,2.8,11.8,Alto,73.6
Lithuania,European Union,Developed,2012,4.2,5.2,179.772,Medio,14.97,93,93,26.4,93,93,0.09,12679,Alto,2.99,2.7,2.7,11.7,Alto,73.9
Lithuania,European Union,Developed,2013,4.1,5,178.7025,Medio,14.92,93,92,26.4,93,93,0.09,13262,Alto,2.96,2.7,2.7,11.9,Alto,73.9
Lithuania,European Union,Developed,2014,4,4.9,167.375,Medio,14.9,94,92,26.4,93,93,0.09,13850,Alto,2.93,2.6,2.7,13,Alto,74.5
Lithuania,European Union,Developed,2015,4,4.9,165.233,Medio,14.2,94,92,26.4,93,93,0.09,14264,Alto,2.9,2.6,2.6,13,Alto,74.3
Luxembourg,European Union,Developed,2000,3.7,4.5,100.072,Bajo,13.21,77,86,25.6,99,99,0.06,92528,Alto,0.44,1,1,10.3,Alto,77.9
Luxembourg,European Union,Developed,2001,3.5,4.2,94.658,Bajo,13.1,86,86,25.6,99,99,0.06,94244,Alto,0.44,1,1,10.5,Alto,77.8
Luxembourg,European Union,Developed,2002,3.3,4,98.426,Bajo,12.88,95,86,25.7,99,99,0.07,96270,Alto,0.45,1,0.9,10.7,Alto,78
Luxembourg,European Union,Developed,2003,3.1,3.8,87.4675,Bajo,12.52,95,86,25.7,99,98,0.07,97598,Alto,0.45,1,0.9,10.9,Alto,77.7
Luxembourg,European Union,Developed,2004,2.9,3.5,86.0865,Bajo,12.34,94,86,25.8,99,99,0.07,100293,Alto,0.46,1,0.9,11.1,Alto,79.1
Luxembourg,European Union,Developed,2005,2.8,3.4,79.786,Bajo,12.31,95,86,25.9,99,99,0.08,101222,Alto,0.47,1,0.9,11.3,Alto,79.4
Luxembourg,European Union,Developed,2006,2.6,3.2,87.8075,Bajo,12.5,95,86,25.9,99,99,0.08,105614,Alto,0.47,0.9,0.9,11.5,Alto,79.3
Luxembourg,European Union,Developed,2007,2.5,3.1,78.1125,Bajo,12.27,87,86,26,96,99,0.09,112418,Alto,0.48,0.9,0.9,11.7,Alto,79.4
Luxembourg,European Union,Developed,2008,2.4,3,71.6035,Bajo,11.99,94,86,26,96,99,0.09,110095,Alto,0.49,0.9,0.9,11.7,Alto,80.5
Luxembourg,European Union,Developed,2009,2.4,2.9,73.2125,Bajo,11.98,95,86,26.1,96,99,0.09,104574,Alto,0.5,0.9,0.9,11.8,Alto,80.6
Luxembourg,European Union,Developed,2010,2.3,2.8,74.016,Bajo,11.84,94,86,26.1,96,99,0.1,106544,Alto,0.51,0.9,0.9,11.8,Alto,80.6
Luxembourg,European Union,Developed,2011,2.3,2.8,66.33,Bajo,11.74,95,86,26.1,96,99,0.1,105290,Alto,0.52,0.9,0.9,11.8,Alto,81
Luxembourg,European Union,Developed,2012,2.3,2.8,68.2955,Bajo,11.67,94,86,26.2,99,99,0.1,104488,Alto,0.53,0.9,0.9,11.8,Alto,81.4
Luxembourg,European Union,Developed,2013,2.3,2.8,66.6085,Bajo,11.25,94,86,26.2,99,99,0.1,105339,Alto,0.54,0.9,0.9,11.8,Alto,81.8
Luxembourg,European Union,Developed,2014,2.3,2.8,58.7975,Bajo,11.42,94,86,26.2,99,99,0.1,105584,Alto,0.56,1,0.9,12,Alto,82.2
Luxembourg,European Union,Developed,2015,2.3,2.8,54.393,Bajo,11.37,94,86,26.3,99,99,0.1,105462,Alto,0.57,1,0.9,12,Alto,82.3
Madagascar,Africa,Developing,2000,67.5,105.4,280.972,Alto,1.17,61,64,20.6,58,57,0.02,488,Bajo,15.77,8.7,8.6,5.2,Bajo,58.5
Madagascar,Africa,Developing,2001,64.9,100.8,276.098,Alto,1.05,61,64,20.7,60,60,0.03,501,Bajo,16.26,8.6,8.5,5.2,Bajo,59.1
Madagascar,Africa,Developing,2002,62.5,96.5,271.224,Alto,0.8,51,64,20.7,61,62,0.04,426,Bajo,16.77,8.5,8.4,5.3,Bajo,59.7
Madagascar,Africa,Developing,2003,60.2,92.4,268.6985,Alto,0.83,61,64,20.8,65,66,0.04,453,Bajo,17.28,8.3,8.3,5.4,Bajo,60.3
Madagascar,Africa,Developing,2004,58,88.5,266.172,Alto,0.8,71,64,20.8,74,78,0.05,463,Bajo,17.8,8.2,8.1,5.5,Bajo,60.8
Madagascar,Africa,Developing,2005,55.9,84.8,263.646,Alto,0.74,81,64,20.9,80,85,0.06,471,Bajo,18.34,8.1,8,5.6,Bajo,61.2
Madagascar,Africa,Developing,2006,53.9,81.3,261.1205,Alto,0.59,82,64,20.9,83,85,0.08,482,Bajo,18.88,8,7.9,5.7,Bajo,61.7
Madagascar,Africa,Developing,2007,52,77.9,258.5945,Alto,0.64,84,64,20.9,83,84,0.09,495,Bajo,19.43,7.9,7.8,5.8,Bajo,62.1
Madagascar,Africa,Developing,2008,50.3,74.8,253.3645,Alto,0.61,77,64,21,77,77,0.1,514,Bajo,20,7.8,7.7,5.9,Bajo,62.5
Madagascar,Africa,Developing,2009,48.6,72,248.135,Alto,0.83,77,64,21,76,77,0.12,480,Bajo,20.57,7.7,7.6,5.9,Bajo,62.9
Madagascar,Africa,Developing,2010,47.1,69.3,242.9055,Alto,0.96,70,64,21.1,70,70,0.14,469,Bajo,21.15,7.6,7.5,6,Bajo,63.4
Madagascar,Africa,Developing,2011,45.8,67,237.6755,Alto,0.89,73,64,21.1,73,73,0.15,464,Bajo,21.74,7.5,7.4,6.1,Bajo,63.8
Madagascar,Africa,Developing,2012,44.6,64.8,232.446,Alto,0.85,68,64,21.1,71,70,0.18,465,Bajo,22.35,7.4,7.3,6.1,Bajo,64.3
Madagascar,Africa,Developing,2013,43.4,62.7,227.7835,Alto,0.85,74,64,21.2,72,74,0.2,463,Bajo,22.96,7.3,7.2,6.1,Bajo,64.7
Madagascar,Africa,Developing,2014,42.3,60.8,223.12,Alto,0.87,73,64,21.2,71,73,0.22,465,Bajo,23.59,7.2,7.1,6.1,Bajo,65.1
Madagascar,Africa,Developing,2015,41.3,59,218.4575,Alto,0.86,69,64,21.3,68,69,0.24,467,Bajo,24.23,7.1,7.1,6.1,Bajo,65.5
Malawi,Africa,Developing,2000,100.5,174.6,570.551,Alto,1.36,79,64,21.7,73,75,9.54,294,Bajo,11.15,8,7.9,3,Bajo,45.1
Malawi,Africa,Developing,2001,92.9,160.5,581.009,Alto,1.3,79,64,21.8,86,90,8.8,273,Bajo,11.43,7.9,7.7,3.1,Bajo,45.2
Malawi,Africa,Developing,2002,84.6,145.5,591.4675,Alto,1.25,64,64,21.9,79,64,8.06,271,Bajo,11.71,7.7,7.6,3.2,Bajo,45.5
Malawi,Africa,Developing,2003,76.8,131.6,570.632,Alto,1.22,84,64,22,85,84,7.52,279,Bajo,12,7.6,7.5,3.3,Bajo,46.1
Malawi,Africa,Developing,2004,70.1,119.7,549.7965,Alto,1.25,89,64,22.1,94,89,6.97,287,Bajo,12.3,7.5,7.4,3.3,Bajo,46.8
Malawi,Africa,Developing,2005,65,110.5,528.961,Alto,1.45,93,64,22.1,94,93,6.42,289,Bajo,12.63,7.4,7.2,3.4,Bajo,47.8
Malawi,Africa,Developing,2006,61.6,104.2,508.1255,Alto,1.94,99,64,22.2,99,99,5.99,295,Bajo,12.97,7.3,7.1,3.6,Bajo,49.1
Malawi,Africa,Developing,2007,59.6,99.9,487.29,Alto,1.93,87,64,22.3,88,87,5.58,314,Bajo,13.34,7.1,7,3.8,Bajo,50.6
Malawi,Africa,Developing,2008,56.5,94.5,454.9405,Alto,1.9,91,64,22.4,92,91,4.96,328,Bajo,13.73,7,6.9,3.9,Bajo,52.2
Malawi,Africa,Developing,2009,54.5,89.4,422.591,Alto,1.73,93,64,22.4,93,93,4.66,346,Bajo,14.13,6.9,6.8,4.1,Bajo,53.9
Malawi,Africa,Developing,2010,52.4,84.2,390.2415,Alto,1.69,93,64,22.5,86,93,4.4,359,Bajo,14.54,6.8,6.7,4.3,Bajo,55.6
Malawi,Africa,Developing,2011,48.8,77.6,357.892,Alto,1.88,97,64,22.6,97,97,4,366,Bajo,14.96,6.7,6.6,4.3,Bajo,57.2
Malawi,Africa,Developing,2012,45.6,70.7,325.5425,Alto,1.87,96,64,22.6,95,96,3.69,362,Bajo,15.4,6.6,6.5,4.3,Bajo,58.6
Malawi,Africa,Developing,2013,42.2,63.4,315.314,Alto,2.02,89,64,22.7,89,89,3.32,370,Bajo,15.84,6.5,6.4,4.4,Bajo,59.9
Malawi,Africa,Developing,2014,39.2,57.6,305.0855,Alto,2.01,91,64,22.8,87,91,2.95,381,Bajo,16.29,6.5,6.3,4.4,Bajo,61
Malawi,Africa,Developing,2015,36.7,53.3,294.858,Alto,2.04,88,64,22.8,88,88,2.59,381,Bajo,16.75,6.4,6.2,4.4,Bajo,62
